source,dest,packets,traffic_in_bytes
192.168.131.192,151.101.3.6,31,2418
192.168.129.88,17.253.71.150,31,2418
192.168.129.88,17.253.69.196,31,2418
192.168.129.69,216.58.220.106,31,2418
192.168.128.220,23.52.128.21,21,2396
192.168.129.200,192.168.159.254,7,2394
192.168.159.254,192.168.129.200,7,2394
192.168.130.44,192.168.159.254,7,2394
192.168.131.172,255.255.255.255,7,2394
192.168.128.160,255.255.255.255,7,2394
192.168.159.254,192.168.130.238,7,2394
192.168.100.104,192.168.100.255,6,2392
192.168.100.101,192.168.100.255,6,2392
192.168.100.102,192.168.100.255,17,2384
192.168.100.111,192.168.100.255,17,2384
192.168.129.212,52.220.188.161,31,2370
192.168.130.196,17.253.69.197,30,2340
192.168.33.247,17.253.69.206,30,2340
192.168.129.212,17.253.69.196,30,2340
192.168.33.120,17.253.69.196,30,2340
192.168.33.120,17.253.69.208,30,2340
192.168.33.115,17.253.71.132,30,2340
192.168.129.200,17.253.69.198,30,2340
192.168.129.200,17.253.71.135,30,2340
192.168.129.200,17.253.71.133,30,2340
192.168.129.88,23.217.68.33,30,2340
192.168.129.200,17.253.69.201,30,2340
192.168.33.120,17.253.69.200,30,2340
192.168.129.200,17.253.69.208,30,2340
192.168.130.196,17.253.71.142,30,2340
192.168.130.196,17.248.225.70,30,2340
192.168.129.69,17.253.69.199,30,2340
192.168.129.200,17.248.225.64,30,2324
192.168.34.66,44.227.190.208,31,2294
192.168.130.196,17.253.69.202,29,2262
192.168.33.115,17.253.71.140,29,2262
192.168.33.115,17.253.71.141,29,2262
192.168.130.196,17.253.71.133,29,2262
192.168.33.120,17.248.225.65,29,2262
192.168.130.192,17.253.69.198,29,2246
::,ff02::1:ffc5:fcc,26,2236
192.168.128.2,192.168.159.255,9,2235
192.168.130.76,224.0.0.251,22,2200
192.168.33.184,17.248.225.70,28,2184
192.168.128.72,17.253.71.141,28,2184
192.168.128.72,17.253.71.146,28,2184
192.168.128.72,17.253.71.152,28,2184
192.168.131.172,17.248.225.66,28,2184
192.168.131.172,17.248.225.65,28,2184
192.168.130.224,17.248.225.44,28,2184
192.168.130.192,17.253.71.145,28,2184
fe80::1cb4:f1f7:c2fe:5f22,ff02::2,32,2160
fe80::1ca0:af5e:3ac4:9dbb,ff02::2,32,2160
192.168.130.44,17.171.47.23,28,2152
104.16.160.145,192.168.128.16,7,2144
192.168.128.16,147.92.191.146,13,2132
192.168.159.254,192.168.128.220,13,2123
192.168.130.224,17.248.225.14,27,2106
192.168.128.72,17.253.69.206,27,2106
192.168.33.184,17.248.225.67,27,2106
192.168.33.247,17.253.71.150,27,2106
192.168.33.120,17.248.225.64,27,2106
192.168.129.88,17.248.225.68,27,2106
192.168.129.69,17.57.145.137,27,2106
192.168.129.69,17.57.145.139,27,2106
192.168.129.69,17.57.145.138,27,2106
192.168.129.69,17.57.145.135,27,2106
192.168.129.69,17.57.145.136,27,2106
192.168.129.69,17.57.145.140,27,2106
192.168.129.69,17.57.145.132,27,2106
192.168.129.69,17.57.145.133,27,2106
192.168.130.192,17.253.69.207,27,2106
192.168.130.104,17.253.71.131,8,2068
fe80::4ec:c184:ed7c:a269,ff02::16,20,2060
192.168.130.104,192.168.159.254,6,2052
192.168.159.254,192.168.130.224,6,2052
192.168.130.104,224.0.0.22,34,2040
192.168.33.184,224.0.0.2,34,2040
fe80::880:903e:2c5b:e9e5,ff02::2,30,2020
fe80::10be:af5d:a02b:a241,ff02::2,30,2012
192.168.129.69,239.255.255.250,12,2004
192.168.128.220,17.253.71.149,16,1979
192.168.128.16,23.51.14.162,22,1968
192.168.130.238,17.248.225.14,25,1950
192.168.131.132,17.57.12.145,25,1950
192.168.129.212,17.253.71.141,25,1950
192.168.130.192,17.253.71.132,25,1934
192.168.33.120,17.42.251.72,25,1918
192.168.33.120,17.42.251.69,25,1918
192.168.130.156,224.0.0.251,19,1900
192.168.128.72,17.253.69.195,24,1872
192.168.130.224,17.253.71.136,24,1872
192.168.130.224,224.0.0.22,31,1860
fe80::ca7:3c49:21f0:240f,ff02::16,17,1850
192.168.129.200,17.57.154.7,24,1824
192.168.129.88,52.220.188.161,24,1824
fe80::42:7ae2:aa1b:cba2,ff02::2,27,1818
::,ff02::1:ffa7:98d,21,1806
192.168.129.88,23.192.46.178,23,1794
192.168.129.88,23.192.46.138,23,1794
192.168.130.196,23.192.46.178,23,1794
192.168.129.88,17.253.69.199,23,1794
192.168.130.224,17.253.69.206,23,1794
192.168.33.247,17.248.167.105,6,1766
192.168.131.16,17.8.138.9,23,1746
192.168.128.72,17.57.152.35,23,1746
fe80::1439:fb62:b039:ea75,ff02::16,17,1730
::,ff02::1:ff89:df8a,20,1720
192.168.128.72,17.253.71.139,22,1716
192.168.33.115,17.242.184.19,22,1716
192.168.130.196,23.192.46.138,22,1716
192.168.128.52,255.255.255.255,5,1710
192.168.130.238,255.255.255.255,5,1710
192.168.130.224,192.168.159.254,5,1710
192.168.34.56,192.168.63.254,5,1710
192.168.128.16,104.16.160.145,8,1706
192.168.128.52,17.248.167.53,5,1704
192.168.33.247,17.248.167.59,5,1688
192.168.129.69,52.220.229.102,22,1684
192.168.129.88,18.139.169.112,22,1684
fe80::8ea:da35:77d2:f31c,ff02::2,25,1678
192.168.130.238,17.248.225.44,21,1638
192.168.130.238,17.248.225.29,21,1638
192.168.33.247,17.253.71.149,21,1638
192.168.128.160,17.248.225.29,21,1638
192.168.129.88,17.253.69.208,21,1638
192.168.130.192,17.253.71.133,21,1638
192.168.130.196,17.253.71.139,21,1638
192.168.130.196,17.253.71.131,21,1638
192.168.130.196,17.253.71.136,21,1638
::,ff02::1:ff9a:9015,19,1634
192.168.130.76,182.248.170.97,21,1622
192.168.130.76,64.233.189.108,21,1622
192.168.130.76,17.56.9.32,21,1622
192.168.130.76,17.248.225.65,21,1622
192.168.130.76,64.233.189.109,21,1622
192.168.130.76,17.156.192.7,21,1622
fe80::18d5:1120:a5f0:a50c,ff02::fb,13,1618
fe80::1427:ab45:78c1:8045,ff02::2,24,1616
fe80::82c:471c:b62e:1a30,ff02::2,24,1616
192.168.130.196,18.178.233.21,20,1580
192.168.129.200,23.204.139.206,20,1560
192.168.33.120,17.253.71.151,20,1560
192.168.131.192,17.57.172.14,20,1560
192.168.131.192,17.57.172.13,20,1560
192.168.129.212,17.138.232.1,20,1560
192.168.33.115,17.57.12.34,20,1560
192.168.33.115,23.52.128.139,20,1560
192.168.33.115,23.52.128.132,20,1560
192.168.33.115,17.253.69.197,20,1560
192.168.33.115,17.253.69.201,20,1560
192.168.128.72,17.145.53.1,20,1560
192.168.129.173,18.178.233.21,20,1560
192.168.130.196,17.253.71.150,20,1560
192.168.130.196,17.253.69.199,20,1560
192.168.128.52,17.57.12.34,20,1560
192.168.129.200,17.253.69.196,20,1560
192.168.128.52,23.52.128.21,20,1560
192.168.128.52,23.52.128.17,20,1560
192.168.131.172,17.111.103.20,20,1560
192.168.128.72,23.204.139.199,20,1560
192.168.129.212,17.253.71.151,20,1560
192.168.129.212,17.253.69.199,20,1560
192.168.129.69,17.253.71.199,20,1560
192.168.129.69,17.253.71.197,20,1560
192.168.129.69,17.253.71.196,20,1560
192.168.129.69,17.253.71.198,20,1560
192.168.129.200,17.253.71.147,20,1560
192.168.129.200,17.253.71.144,20,1560
192.168.131.192,224.0.0.2,26,1560
192.168.129.212,17.253.71.149,20,1560
192.168.129.212,17.145.0.2,20,1560
192.168.128.72,17.138.144.4,20,1560
192.168.129.69,17.253.71.148,20,1560
192.168.130.196,17.253.71.135,20,1560
192.168.129.200,17.253.69.205,20,1560
192.168.129.200,17.253.69.204,20,1560
192.168.129.200,17.253.69.202,20,1560
192.168.129.212,17.253.69.202,20,1560
192.168.129.212,17.138.222.129,20,1560
192.168.129.212,17.253.69.203,20,1560
192.168.129.212,17.253.69.204,20,1560
192.168.129.212,17.253.69.205,20,1560
192.168.130.196,17.253.69.203,20,1560
192.168.130.76,142.251.42.206,20,1560
192.168.129.200,17.253.69.200,20,1560
192.168.128.72,18.178.233.21,20,1560
192.168.128.72,17.253.69.205,20,1560
192.168.128.72,17.138.222.1,20,1560
192.168.128.72,17.253.69.201,20,1560
192.168.33.120,17.253.71.133,20,1560
192.168.33.120,17.253.71.135,20,1560
192.168.129.69,17.253.71.138,20,1560
192.168.129.69,17.253.69.208,20,1560
192.168.129.69,17.248.225.70,20,1544
192.168.129.212,17.8.138.25,20,1544
192.168.130.238,17.248.225.64,19,1482
192.168.130.224,23.52.128.21,19,1482
192.168.128.52,17.253.71.146,19,1482
192.168.128.52,17.253.71.142,19,1482
192.168.33.115,17.253.71.149,19,1482
192.168.129.69,147.92.249.185,19,1482
192.168.129.69,147.92.185.1,19,1482
192.168.129.69,147.92.185.2,19,1482
192.168.129.69,147.92.146.129,19,1482
192.168.129.69,147.92.146.138,19,1482
192.168.128.16,23.62.20.90,10,1471
192.168.131.164,172.224.180.132,2,1470
192.168.131.164,172.224.180.10,2,1470
192.168.131.132,172.224.111.14,2,1470
192.168.131.132,17.248.167.69,2,1470
192.168.131.132,172.224.111.12,2,1470
192.168.131.132,17.248.167.85,2,1470
192.168.131.132,172.224.111.4,2,1470
192.168.131.132,17.248.167.68,2,1470
192.168.128.160,172.224.180.6,2,1470
192.168.128.160,172.224.110.8,2,1470
192.168.128.160,172.224.180.131,2,1470
::,ff02::1:ff0e:9601,17,1462
fe80::1844:2097:3257:9265,ff02::2,21,1422
fe80::cfe:9ed9:2b4e:2a6c,ff02::16,14,1420
fe80::1033:ea9f:5050:e2de,ff02::2,21,1414
192.168.128.72,17.188.179.2,18,1404
192.168.128.72,17.188.179.34,18,1404
192.168.128.72,17.188.143.189,18,1404
192.168.128.72,17.188.178.226,18,1404
192.168.128.72,17.188.143.157,18,1404
192.168.128.72,17.188.143.158,18,1404
192.168.128.72,17.188.143.187,18,1404
192.168.33.115,17.253.69.206,18,1404
192.168.33.115,17.248.225.66,18,1404
192.168.33.115,23.52.128.21,18,1404
192.168.33.115,23.52.128.17,18,1404
192.168.128.52,17.253.71.140,18,1404
192.168.33.247,17.253.69.205,18,1404
192.168.130.196,17.188.182.68,18,1404
192.168.129.200,17.145.0.2,18,1404
192.168.129.69,17.188.171.202,18,1404
192.168.129.69,17.188.168.161,18,1404
192.168.129.69,17.188.170.135,18,1404
192.168.129.69,17.188.172.74,18,1404
192.168.129.69,17.188.171.138,18,1404
192.168.129.69,17.188.171.74,18,1404
192.168.129.69,17.188.172.72,18,1404
192.168.130.196,17.57.145.25,18,1404
192.168.130.196,17.57.145.26,18,1404
192.168.130.196,17.57.145.27,18,1404
192.168.129.88,17.188.178.34,18,1404
192.168.130.76,142.251.42.138,18,1404
192.168.130.76,142.251.42.170,18,1404
192.168.130.76,142.250.196.138,18,1404
192.168.129.69,172.224.110.18,1,1392
192.168.129.69,172.224.111.11,1,1392
192.168.129.69,172.224.110.20,1,1392
192.168.129.69,172.224.110.11,1,1392
192.168.129.69,172.224.180.10,1,1392
192.168.129.69,172.224.111.7,1,1392
192.168.128.160,172.224.180.7,1,1392
::,ff02::1:ffae:9bcb,16,1376
192.168.128.72,255.255.255.255,4,1368
192.168.33.247,192.168.63.254,4,1368
192.168.159.254,192.168.130.76,4,1368
192.168.130.192,255.255.255.255,4,1368
192.168.129.40,255.255.255.255,4,1368
192.168.129.184,192.168.159.254,4,1368
192.168.159.254,192.168.129.184,4,1368
192.168.131.192,17.57.155.39,17,1326
192.168.131.192,17.248.225.64,17,1326
192.168.128.72,17.188.143.125,17,1326
192.168.129.173,17.253.69.200,17,1326
192.168.129.88,17.253.69.201,17,1326
192.168.128.72,17.253.69.197,17,1326
192.168.129.88,17.188.179.2,17,1326
192.168.129.88,17.188.143.187,17,1326
192.168.129.88,17.188.178.2,17,1326
192.168.128.52,17.253.69.208,17,1326
192.168.128.52,17.253.69.198,17,1326
192.168.130.76,172.217.174.106,17,1326
192.168.130.76,172.217.31.138,17,1326
192.168.130.76,142.250.207.10,17,1326
192.168.130.76,142.250.207.42,17,1326
192.168.130.76,142.250.199.106,17,1326
192.168.130.76,142.250.77.170,17,1326
192.168.130.76,142.251.42.202,17,1326
192.168.130.76,216.58.220.106,17,1326
192.168.130.76,142.250.196.106,17,1326
192.168.130.76,172.217.26.234,17,1326
192.168.130.76,172.217.175.234,17,1326
192.168.130.76,172.217.161.74,17,1326
192.168.130.76,172.217.175.42,17,1326
192.168.129.173,104.21.34.165,2,1320
192.168.129.24,224.0.0.22,22,1320
fe80::4c1:291e:f7eb:572e,ff02::2,20,1320
192.168.130.0,224.0.0.22,22,1320
192.168.130.208,224.0.0.22,21,1260
192.168.131.192,17.248.225.65,16,1248
192.168.129.212,17.253.71.137,16,1248
192.168.131.192,17.57.12.34,16,1248
192.168.131.192,106.10.237.24,16,1248
192.168.131.192,23.52.128.21,16,1248
192.168.131.192,23.52.128.17,16,1248
192.168.131.192,106.10.219.26,16,1248
192.168.131.132,8.8.8.8,16,1248
192.168.131.132,8.8.4.4,16,1248
192.168.129.69,17.188.172.10,16,1248
192.168.131.16,13.227.74.106,16,1248
192.168.131.16,13.227.74.72,16,1248
192.168.131.16,13.227.74.77,16,1248
192.168.131.16,13.227.74.40,16,1248
192.168.130.224,17.253.71.149,16,1248
192.168.130.224,17.253.71.133,16,1248
192.168.130.224,17.253.71.142,16,1248
192.168.129.88,17.188.179.34,16,1248
192.168.130.224,17.253.69.204,16,1248
192.168.131.172,151.101.3.6,1,1242
192.168.131.172,151.101.67.6,1,1242
192.168.131.172,151.101.131.6,1,1242
192.168.131.172,151.101.195.6,1,1242
192.168.129.173,172.67.163.20,1,1242
fe80::4ec:c184:ed7c:a269,ff02::2,18,1220
192.168.131.172,224.0.0.22,20,1200
10.4.130.104,192.168.130.104,2,1180
17.248.225.14,192.168.130.104,2,1180
192.168.33.115,17.253.69.205,15,1170
192.168.33.115,17.253.69.203,15,1170
192.168.129.212,17.23.18.34,15,1138
192.168.131.172,17.156.192.7,15,1122
192.168.131.172,49.102.153.239,15,1122
192.168.131.172,17.56.9.32,15,1122
192.168.131.172,49.102.153.240,15,1122
192.168.131.132,17.253.71.139,14,1092
192.168.128.72,17.253.69.203,14,1092
192.168.33.247,23.192.46.178,14,1092
192.168.131.192,17.57.12.145,14,1092
192.168.130.196,17.253.69.200,14,1092
192.168.130.196,17.253.69.205,14,1092
192.168.128.52,17.248.225.14,14,1092
192.168.128.52,17.248.225.44,14,1092
192.168.128.52,17.248.225.29,14,1092
192.168.128.72,17.56.12.226,14,1092
192.168.129.88,17.188.143.126,14,1092
192.168.130.192,17.57.12.145,14,1092
192.168.130.192,17.253.71.142,14,1092
192.168.130.196,17.167.200.72,14,1092
192.168.129.69,17.253.71.131,14,1092
192.168.131.172,57.144.152.144,14,1092
192.168.129.184,224.0.0.22,18,1080
fe80::ca7:3c49:21f0:240f,ff02::2,16,1072
192.168.33.115,17.57.145.54,8,1057
fe80::42c:1442:3878:7cc7,ff02::16,10,1040
192.168.34.66,18.155.202.71,14,1036
192.168.128.16,216.239.32.223,14,1036
192.168.128.220,192.168.159.254,3,1026
192.168.131.16,255.255.255.255,3,1026
192.168.129.212,255.255.255.255,3,1026
192.168.129.88,255.255.255.255,3,1026
192.168.159.254,192.168.130.156,3,1026
192.168.33.247,255.255.255.255,3,1026
192.168.128.160,224.0.0.2,17,1020
192.168.131.132,224.0.0.22,17,1020
192.168.130.196,23.192.46.171,13,1014
192.168.128.160,17.248.225.14,13,1014
192.168.33.120,199.103.24.2,13,1014
fe80::1439:fb62:b039:ea75,ff02::2,15,1010
192.168.130.116,224.0.0.251,10,1000
192.168.33.115,17.57.145.151,7,979
192.168.33.115,17.57.145.132,7,979
192.168.131.164,192.168.63.253,12,962
fe80::e9:702e:a32a:df8a,ff02::fb,8,960
::,ff02::1:ff24:de05,11,946
192.168.128.72,17.253.71.149,12,936
192.168.128.72,17.253.71.140,12,936
192.168.130.44,17.253.69.204,12,936
192.168.130.196,17.253.71.151,12,936
192.168.131.132,17.253.69.202,12,936
192.168.131.132,17.253.69.204,12,936
192.168.129.88,17.188.178.226,12,936
192.168.33.115,57.182.229.142,12,920
192.168.131.172,17.248.225.70,12,920
192.168.128.52,17.56.9.32,12,920
192.168.128.52,17.156.192.7,12,920
192.168.130.192,17.23.18.34,12,920
192.168.128.72,17.8.138.37,12,904
192.168.128.72,17.57.152.32,12,904
192.168.33.184,17.57.145.148,11,902
fe80::18d5:1120:a5f0:a50c,ff02::16,9,890
fe80::187b:419a:d069:4877,ff02::16,8,880
::,ff02::1:ffc4:9dbb,10,860
::,ff02::1:ffeb:572e,10,860
192.168.129.69,17.248.225.65,11,842
192.168.128.72,17.171.47.23,11,842
192.168.129.212,17.33.203.20,11,842
192.168.129.212,17.8.138.9,11,842
192.168.130.44,17.8.138.9,11,842
192.168.130.44,17.8.139.22,11,842
192.168.131.16,17.171.47.23,11,842
192.168.130.192,18.178.233.21,11,842
192.168.130.192,17.253.75.137,11,842
192.168.130.192,17.253.71.153,11,842
192.168.130.192,17.253.69.201,11,842
192.168.130.192,17.253.75.143,11,842
192.168.130.76,17.248.225.66,11,842
192.168.130.76,17.248.225.70,11,842
192.168.33.115,3.115.252.22,11,842
192.168.130.196,17.111.103.20,11,842
192.168.129.69,17.33.195.38,11,842
192.168.130.196,52.220.229.102,11,842
192.168.129.88,118.103.88.103,11,842
192.168.129.88,17.33.195.38,11,842
192.168.130.196,17.248.225.65,11,842
192.168.33.120,224.0.0.22,14,840
192.168.33.247,224.0.0.22,14,840
192.168.129.124,142.251.8.188,9,828
192.168.129.69,18.178.233.21,10,800
192.168.33.247,17.57.12.34,10,780
192.168.33.247,17.253.71.139,10,780
192.168.33.247,57.182.229.142,10,780
192.168.129.200,23.204.139.199,10,780
192.168.33.247,17.253.71.137,10,780
192.168.33.247,23.52.128.21,10,780
192.168.131.192,23.217.68.208,10,780
192.168.33.247,17.253.69.197,10,780
192.168.129.173,17.253.69.199,10,780
192.168.129.212,17.253.71.145,10,780
192.168.129.173,17.253.69.205,10,780
192.168.33.247,23.52.128.17,10,780
192.168.129.212,17.253.69.201,10,780
192.168.33.120,17.253.71.137,10,780
192.168.129.212,17.145.53.1,10,780
192.168.129.88,17.253.71.145,10,780
192.168.129.88,17.253.71.141,10,780
192.168.33.115,17.253.71.136,10,780
192.168.33.115,17.171.47.21,10,780
192.168.128.72,17.138.222.129,10,780
192.168.128.72,17.253.69.207,10,780
192.168.33.120,17.248.225.69,10,780
192.168.130.44,17.253.69.198,10,780
192.168.130.44,17.253.71.136,10,780
192.168.130.44,17.253.69.196,10,780
192.168.130.44,17.253.71.149,10,780
192.168.128.52,17.57.155.39,10,780
192.168.130.196,17.253.69.196,10,780
192.168.128.52,17.253.71.136,10,780
192.168.128.52,17.248.167.85,10,780
192.168.129.200,17.253.69.199,10,780
192.168.129.200,17.253.71.150,10,780
192.168.128.72,23.204.139.206,10,780
192.168.33.120,17.253.69.199,10,780
192.168.33.120,17.253.71.150,10,780
192.168.129.88,17.253.71.151,10,780
192.168.129.200,17.253.71.132,10,780
192.168.131.192,17.253.69.207,10,780
192.168.131.192,64.233.189.109,10,780
192.168.131.192,17.253.69.201,10,780
192.168.131.192,64.233.189.108,10,780
192.168.131.192,17.253.71.148,10,780
192.168.131.192,17.253.71.132,10,780
192.168.131.192,17.248.225.68,10,780
192.168.129.212,17.253.71.136,10,780
192.168.129.212,17.253.71.142,10,780
192.168.129.212,17.253.71.133,10,780
192.168.130.224,23.52.128.75,10,780
192.168.128.72,17.253.69.200,10,780
192.168.130.224,71.18.222.1,10,780
192.168.33.120,57.182.229.142,10,780
192.168.130.196,17.253.69.204,10,780
192.168.130.196,17.253.69.195,10,780
192.168.129.200,17.253.71.152,10,780
192.168.129.200,17.253.71.137,10,780
192.168.33.120,17.253.71.134,10,780
192.168.33.120,17.253.69.195,10,780
192.168.33.120,17.253.71.142,10,780
192.168.129.69,17.253.71.151,10,780
192.168.130.44,17.253.69.199,10,780
192.168.130.44,17.253.69.195,10,780
192.168.128.52,17.253.69.195,10,780
192.168.128.52,17.253.71.133,10,780
192.168.128.52,17.253.69.205,10,780
192.168.128.52,17.253.71.143,10,780
192.168.128.52,23.217.68.33,10,780
192.168.130.192,17.57.12.34,10,780
192.168.130.192,17.253.71.138,10,780
192.168.130.192,17.248.225.67,10,780
192.168.130.192,17.253.68.115,10,780
192.168.130.192,17.253.71.137,10,780
192.168.130.192,17.253.68.241,10,780
192.168.130.192,17.253.68.245,10,780
192.168.130.192,17.248.225.64,10,780
192.168.130.192,64.78.201.1,10,780
192.168.130.192,17.253.68.117,10,780
192.168.130.192,64.78.200.1,10,780
192.168.130.76,23.52.128.21,10,780
192.168.130.76,17.57.12.34,10,780
192.168.130.76,17.253.69.195,10,780
192.168.130.76,17.253.69.202,10,780
192.168.130.76,23.52.128.17,10,780
192.168.130.76,17.253.69.205,10,780
192.168.130.76,17.253.69.203,10,780
192.168.130.76,17.248.225.64,10,780
192.168.130.192,23.52.128.17,10,780
192.168.130.192,23.52.128.21,10,780
192.168.129.173,23.209.45.74,10,780
192.168.129.173,23.209.45.65,10,780
192.168.129.173,23.209.45.66,10,780
192.168.129.173,23.209.45.16,10,780
192.168.129.173,23.209.45.51,10,780
192.168.129.173,23.209.45.50,10,780
192.168.129.173,23.209.45.33,10,780
192.168.129.173,23.209.45.9,10,780
192.168.129.173,23.209.45.11,10,780
192.168.128.72,17.253.71.133,10,780
192.168.128.52,17.23.18.34,10,780
192.168.130.76,23.217.68.33,10,780
192.168.33.115,17.253.71.143,10,780
192.168.33.115,17.253.71.134,10,780
192.168.33.115,17.137.162.2,10,780
192.168.129.69,17.253.69.203,10,780
192.168.129.69,17.253.71.152,10,780
192.168.130.224,64.233.188.109,10,780
192.168.130.224,17.253.71.140,10,780
192.168.130.224,64.233.188.108,10,780
192.168.130.224,17.253.71.144,10,780
192.168.130.192,17.253.69.202,10,780
192.168.130.192,17.253.69.206,10,780
192.168.130.192,17.253.69.204,10,780
192.168.33.115,17.253.69.202,10,780
192.168.33.115,17.253.71.148,10,780
192.168.33.120,199.103.24.4,10,780
192.168.129.88,17.253.69.195,10,780
192.168.129.88,17.253.69.207,10,780
192.168.129.88,17.253.69.205,10,780
192.168.130.196,17.253.71.152,10,780
192.168.130.196,17.253.71.140,10,780
192.168.129.69,17.253.71.201,10,780
192.168.129.69,17.253.71.195,10,780
192.168.130.196,17.253.71.149,10,780
192.168.130.196,17.253.71.137,10,780
192.168.129.88,17.253.71.195,10,780
192.168.129.88,17.253.71.196,10,780
192.168.130.196,17.157.64.79,10,780
192.168.130.196,23.52.128.21,10,780
192.168.130.196,23.52.128.17,10,780
192.168.130.196,17.248.225.66,10,780
192.168.129.69,17.253.71.134,10,780
192.168.130.196,17.253.71.202,10,780
192.168.130.196,23.217.68.33,10,780
192.168.130.196,17.253.71.199,10,780
192.168.130.196,17.8.131.8,10,780
192.168.130.196,17.8.131.136,10,780
192.168.129.88,18.178.233.21,10,780
192.168.130.196,17.8.131.101,10,780
192.168.129.69,23.52.128.21,10,780
192.168.129.69,23.52.128.17,10,780
192.168.129.69,17.253.71.147,10,780
192.168.129.69,17.253.71.145,10,780
192.168.129.69,17.253.69.201,10,780
192.168.129.88,17.248.225.65,10,780
192.168.130.196,17.253.71.144,10,780
192.168.129.69,17.132.112.129,10,780
192.168.129.69,23.217.68.33,10,780
192.168.128.2,150.171.27.10,12,776
192.168.128.2,150.171.28.10,12,776
::,ff02::1:ffd2:f31c,9,774
::,ff02::1:fffe:5f22,9,774
::,ff02::1:ff5b:e9e5,9,774
::,ff02::1:ff1b:cba2,9,774
192.168.130.196,142.250.157.109,10,764
fe80::1c5f:29bc:2532:3ae2,ff02::16,7,750
192.168.130.192,224.0.0.22,12,720
192.168.129.40,224.0.0.22,12,720
192.168.34.56,224.0.0.2,12,720
192.168.131.192,17.188.182.132,9,702
192.168.131.192,17.188.182.68,9,702
192.168.131.192,17.188.182.4,9,702
192.168.129.200,17.253.69.195,9,702
192.168.131.192,17.188.183.4,9,702
192.168.131.192,17.188.182.196,9,702
192.168.131.132,17.188.182.132,9,702
192.168.131.132,17.188.182.196,9,702
192.168.131.132,17.188.182.4,9,702
192.168.131.132,17.188.183.4,9,702
192.168.131.132,17.188.182.68,9,702
192.168.129.173,17.57.145.151,9,702
192.168.129.173,17.57.145.152,9,702
192.168.129.212,106.153.247.8,9,702
192.168.129.212,106.153.247.40,9,702
192.168.129.212,106.153.247.72,9,702
192.168.33.115,17.253.69.199,9,702
192.168.131.192,17.57.145.152,9,702
192.168.131.192,17.57.145.151,9,702
192.168.128.72,17.57.145.139,9,702
192.168.128.72,17.57.145.135,9,702
192.168.128.72,17.57.145.134,9,702
192.168.128.72,17.57.145.138,9,702
192.168.128.72,17.57.145.133,9,702
192.168.128.72,17.57.145.132,9,702
192.168.128.72,17.57.145.136,9,702
192.168.128.72,17.57.145.140,9,702
192.168.129.173,142.250.207.42,9,702
192.168.129.173,173.194.174.95,9,702
192.168.129.173,216.58.220.106,9,702
192.168.129.173,172.217.175.234,9,702
192.168.129.173,142.250.196.138,9,702
192.168.129.173,172.217.31.170,9,702
192.168.129.173,142.250.77.170,9,702
192.168.129.173,172.217.31.138,9,702
192.168.129.173,216.58.220.138,9,702
192.168.129.173,172.217.161.42,9,702
192.168.129.173,172.217.174.106,9,702
192.168.129.173,142.251.42.138,9,702
192.168.129.173,142.251.42.202,9,702
192.168.129.173,172.217.161.74,9,702
192.168.129.173,142.250.199.106,9,702
192.168.129.173,142.251.42.170,9,702
192.168.129.173,172.217.26.234,9,702
192.168.33.115,17.253.71.137,9,702
192.168.128.52,17.248.167.56,9,702
192.168.128.52,17.248.167.102,9,702
192.168.128.52,17.248.167.101,9,702
192.168.128.52,17.248.167.71,9,702
192.168.128.52,17.248.167.88,9,702
192.168.128.52,17.138.222.1,9,702
192.168.128.52,17.253.71.144,9,702
192.168.128.52,17.253.71.152,9,702
192.168.130.196,17.188.171.202,9,702
192.168.130.196,17.188.171.138,9,702
192.168.130.196,17.188.172.72,9,702
192.168.130.196,17.188.172.74,9,702
192.168.130.196,17.188.170.135,9,702
192.168.130.196,17.188.168.161,9,702
192.168.130.44,49.102.155.1,9,702
192.168.131.16,49.102.155.1,9,702
192.168.129.69,17.188.182.68,9,702
192.168.130.224,17.188.143.189,9,702
192.168.130.224,64.233.189.108,9,702
192.168.130.224,17.253.71.143,9,702
192.168.130.224,17.253.69.195,9,702
192.168.130.224,64.233.189.109,9,702
192.168.130.224,17.188.143.126,9,702
192.168.130.224,17.188.179.34,9,702
192.168.130.224,17.188.178.226,9,702
192.168.130.224,17.188.143.125,9,702
192.168.129.88,17.188.171.202,9,702
192.168.131.172,23.217.68.208,9,702
192.168.129.88,17.57.145.25,9,702
192.168.129.88,17.57.145.26,9,702
192.168.129.200,17.188.178.226,9,702
192.168.129.200,17.188.143.158,9,702
192.168.129.200,17.188.172.72,9,702
192.168.129.200,17.188.171.138,9,702
192.168.129.200,17.188.172.74,9,702
192.168.129.200,17.188.170.10,9,702
192.168.129.200,17.188.170.72,9,702
192.168.131.16,17.188.168.161,9,702
192.168.131.16,17.188.183.4,9,702
192.168.131.16,17.188.182.196,9,702
192.168.131.16,17.188.182.68,9,702
192.168.131.16,17.188.182.132,9,702
192.168.131.16,17.188.182.4,9,702
192.168.130.192,17.57.145.153,9,702
192.168.130.192,49.102.155.1,9,702
192.168.130.192,17.57.145.154,9,702
192.168.130.192,17.57.145.150,9,702
192.168.130.192,17.57.145.148,9,702
192.168.130.192,17.57.145.149,9,702
192.168.130.76,142.250.194.142,9,702
192.168.130.76,23.217.70.135,9,702
192.168.129.200,17.57.145.132,9,702
192.168.129.200,17.57.145.136,9,702
